Feature,Importance
student_id_STU01824,0.0004042445486624132
student_id_STU07803,0.0004037467245179971
student_id_STU07315,0.0004034827043657734
student_id_STU04329,0.00040241586918041795
student_id_STU02936,0.0003994153352656503
student_id_STU09223,0.00039863320238246985
student_id_STU01792,0.00039717206087228426
student_id_STU09421,0.0003937991053601815
student_id_STU09252,0.00039245453063673695
student_id_STU00170,0.0003911410169499249
student_id_STU05680,0.00039068279355007423
student_id_STU03200,0.00038948134297360953
student_id_STU07885,0.0003877928271431625
student_id_STU00137,0.0003842776298932597
student_id_STU08421,0.000382459811750597
student_id_STU08335,0.00038213461800778114
student_id_STU04572,0.0003804521074898254
student_id_STU05678,0.00037657687737725363
student_id_STU02583,0.0003754587366539044
student_id_STU06231,0.0003751908852781111
student_id_STU08491,0.00037491128914457256
student_id_STU07503,0.00037446798195768483
student_id_STU06152,0.0003716570223536565
student_id_STU06702,0.0003690192766375614
student_id_STU06157,0.0003661096205504042
student_id_STU07614,0.00036534442116817865
student_id_STU09298,0.00036386728745922697
student_id_STU03917,0.0003634458120159175
student_id_STU09108,0.00036253187372091677
student_id_STU00295,0.0003620862038005024
student_id_STU09962,0.00036045308065978874
student_id_STU06815,0.00036011435318563805
student_id_STU00938,0.0003599889026681215
student_id_STU05649,0.00035858008628643297
student_id_STU08103,0.000355250976316842
student_id_STU02719,0.00035419022423485935
student_id_STU02384,0.0003540735509921252
student_id_STU00182,0.00035051572630829413
student_id_STU00913,0.00034679527149990324
student_id_STU02267,0.0003465661457265903
student_id_STU08688,0.00034383897186200023
student_id_STU09197,0.0003410137031498215
student_id_STU01085,0.00033920781909414256
student_id_STU04509,0.0003386538945842072
student_id_STU06025,0.0003385577719064029
student_id_STU07166,0.0003368286849155512
student_id_STU07970,0.0003368228326198984
student_id_STU06611,0.00033511747560082333
student_id_STU04883,0.00033244392386314
student_id_STU03215,0.000331233342396555
student_id_STU02335,0.00033064800213950435
student_id_STU01355,0.0003268831079340882
student_id_STU04518,0.00032648880743588817
student_id_STU05131,0.0003249283110222707
student_id_STU04123,0.0003242168281711142
student_id_STU02209,0.0003219534800307814
student_id_STU06890,0.0003204641846751852
student_id_STU09773,0.00032001414289367826
student_id_STU04276,0.0003177235963158282
student_id_STU03961,0.00031769385446462636
student_id_STU00683,0.0003169191134597842
student_id_STU01533,0.00031558854059925444
student_id_STU03437,0.0003140520716018812
student_id_STU09207,0.0003139607560256078
student_id_STU09618,0.0003133835764596037
student_id_STU08526,0.0003130792634105338
student_id_STU07834,0.0003120742295235584
student_id_STU00367,0.0003113300272172918
student_id_STU08164,0.0003100059354561143
student_id_STU09372,0.0003096140730667394
student_id_STU04569,0.00030960817268636625
student_id_STU07889,0.0003090316723332335
student_id_STU05447,0.0003025167538152588
